"","income","age","marital_status","hours_per_week","education","capital_gain","capital_loss","income_num","career_stage","marital_status_group","hours_group","education_group","has_investment_activity"
"24723","<=50K",34,"Married-civ-spouse",45,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24734",">50K",33,"Married-civ-spouse",40,"Masters",0,0,"1","Growth-phase","Married","Full-time","Masters","No"
"24736","<=50K",17,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24748","<=50K",23,"Separated",40,"Some-college",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"24752","<=50K",20,"Never-married",12,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24754","<=50K",21,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24757","<=50K",34,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"24758","<=50K",32,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24763","<=50K",67,"Widowed",18,"HS-grad",991,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","Yes"
"24767","<=50K",51,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24771","<=50K",27,"Never-married",40,"HS-grad",3325,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"24779","<=50K",43,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24780",">50K",54,"Divorced",68,"10th",14344,0,"1","Peak-earning","Previously-married","Overtime","Non-HS","Yes"
"24783","<=50K",28,"Never-married",40,"11th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"24784","<=50K",18,"Never-married",40,"11th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"24792","<=50K",30,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"24793","<=50K",62,"Widowed",40,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Full-time","HS-some-college","No"
"24800",">50K",37,"Married-civ-spouse",50,"Some-college",4386,0,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"24803","<=50K",18,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24804","<=50K",40,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"24805","<=50K",26,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"24808","<=50K",33,"Married-civ-spouse",40,"9th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"24809","<=50K",28,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24810",">50K",43,"Married-civ-spouse",40,"Bachelors",0,1902,"1","Growth-phase","Married","Full-time","Bachelors","Yes"
"24813","<=50K",73,"Married-civ-spouse",10,"Bachelors",0,0,"0","Retirement-transition","Married","Underemployed","Bachelors","No"
"24816","<=50K",19,"Never-married",50,"HS-grad",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"24822","<=50K",34,"Never-married",40,"Assoc-voc",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24826",">50K",39,"Divorced",40,"Doctorate",0,0,"1","Growth-phase","Previously-married","Full-time","Prof-doctorate","No"
"24830","<=50K",49,"Married-civ-spouse",50,"Bachelors",0,0,"0","Peak-earning","Married","Overtime","Bachelors","No"
"24832","<=50K",26,"Never-married",60,"Bachelors",0,0,"0","Entry-level","Never-married","Overtime","Bachelors","No"
"24837","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24848","<=50K",26,"Divorced",38,"Bachelors",0,1876,"0","Entry-level","Previously-married","Full-time","Bachelors","Yes"
"24849","<=50K",45,"Never-married",40,"Some-college",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"24858",">50K",54,"Married-civ-spouse",45,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"24859",">50K",41,"Married-civ-spouse",40,"HS-grad",0,1902,"1","Growth-phase","Married","Full-time","HS-some-college","Yes"
"24862","<=50K",42,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"24869","<=50K",37,"Never-married",86,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"24870","<=50K",35,"Never-married",54,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"24872","<=50K",28,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24873","<=50K",19,"Never-married",10,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"24879","<=50K",28,"Married-civ-spouse",50,"Bachelors",0,0,"0","Entry-level","Married","Overtime","Bachelors","No"
"24882","<=50K",39,"Divorced",56,"Some-college",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"24885","<=50K",35,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"24889","<=50K",42,"Never-married",12,"Bachelors",0,0,"0","Growth-phase","Never-married","Underemployed","Bachelors","No"
"24895",">50K",46,"Married-civ-spouse",40,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"24898","<=50K",37,"Married-civ-spouse",40,"9th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"24902",">50K",61,"Married-civ-spouse",40,"HS-grad",0,1902,"1","Retirement-transition","Married","Full-time","HS-some-college","Yes"
"24903","<=50K",61,"Widowed",65,"9th",0,0,"0","Retirement-transition","Previously-married","Overtime","Non-HS","No"
"24906",">50K",38,"Married-civ-spouse",50,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"24907",">50K",28,"Married-civ-spouse",40,"Bachelors",0,0,"1","Entry-level","Married","Full-time","Bachelors","No"
"24914","<=50K",58,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"24919",">50K",39,"Married-civ-spouse",45,"Some-college",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"24922","<=50K",53,"Married-civ-spouse",40,"9th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"24932","<=50K",29,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24941","<=50K",48,"Married-spouse-absent",40,"HS-grad",1471,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","Yes"
"24949","<=50K",36,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24960","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24962","<=50K",22,"Never-married",35,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"24965","<=50K",38,"Never-married",40,"Assoc-acdm",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"24966","<=50K",53,"Widowed",25,"9th",0,0,"0","Peak-earning","Previously-married","Underemployed","Non-HS","No"
"24968",">50K",58,"Married-civ-spouse",40,"Some-college",0,1902,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"24972","<=50K",41,"Married-civ-spouse",62,"HS-grad",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"24984","<=50K",27,"Married-civ-spouse",40,"Some-college",0,1579,"0","Entry-level","Married","Full-time","HS-some-college","Yes"
"24985","<=50K",35,"Married-civ-spouse",40,"10th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"24986","<=50K",33,"Never-married",40,"Bachelors",0,0,"0","Growth-phase","Never-married","Full-time","Bachelors","No"
"24988","<=50K",43,"Married-civ-spouse",40,"Assoc-acdm",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"25001","<=50K",20,"Never-married",40,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25008","<=50K",46,"Divorced",40,"Assoc-voc",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"25011","<=50K",30,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"25015","<=50K",44,"Divorced",35,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"25021","<=50K",17,"Never-married",20,"11th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"25022",">50K",43,"Never-married",60,"Bachelors",0,0,"1","Growth-phase","Never-married","Overtime","Bachelors","No"
"25023",">50K",46,"Married-civ-spouse",50,"Bachelors",0,0,"1","Peak-earning","Married","Overtime","Bachelors","No"
"25028","<=50K",30,"Married-civ-spouse",40,"9th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"25036","<=50K",65,"Widowed",17,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"25049","<=50K",36,"Married-civ-spouse",40,"Assoc-acdm",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"25052","<=50K",33,"Married-spouse-absent",20,"HS-grad",0,0,"0","Growth-phase","Previously-married","Underemployed","HS-some-college","No"
"25057",">50K",29,"Never-married",56,"Assoc-voc",0,1564,"1","Entry-level","Never-married","Overtime","HS-some-college","Yes"
"25062","<=50K",35,"Married-civ-spouse",50,"Some-college",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"25063",">50K",47,"Married-civ-spouse",40,"HS-grad",5178,0,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"25064","<=50K",37,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"25066","<=50K",26,"Divorced",40,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"25070","<=50K",59,"Separated",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"25074","<=50K",38,"Married-civ-spouse",40,"9th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"25084",">50K",29,"Married-civ-spouse",35,"10th",0,0,"1","Entry-level","Married","Full-time","Non-HS","No"
"25093","<=50K",27,"Married-civ-spouse",45,"Some-college",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"25105","<=50K",38,"Married-civ-spouse",40,"Masters",0,0,"0","Growth-phase","Married","Full-time","Masters","No"
"25112","<=50K",47,"Married-civ-spouse",40,"7th-8th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"25113","<=50K",23,"Never-married",15,"Preschool",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"25115","<=50K",25,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25118","<=50K",57,"Married-civ-spouse",40,"Bachelors",0,1485,"0","Peak-earning","Married","Full-time","Bachelors","Yes"
"25122","<=50K",45,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"25126","<=50K",59,"Married-civ-spouse",15,"HS-grad",2414,0,"0","Peak-earning","Married","Underemployed","HS-some-college","Yes"
"25136","<=50K",32,"Divorced",16,"Some-college",0,0,"0","Growth-phase","Previously-married","Underemployed","HS-some-college","No"
"25145","<=50K",52,"Married-civ-spouse",48,"7th-8th",0,0,"0","Peak-earning","Married","Overtime","Non-HS","No"
"25147",">50K",43,"Married-civ-spouse",50,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"25159","<=50K",30,"Separated",35,"7th-8th",0,0,"0","Entry-level","Previously-married","Full-time","Non-HS","No"
"25164","<=50K",20,"Never-married",30,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25167","<=50K",19,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"25170","<=50K",42,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"25174",">50K",50,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"25177","<=50K",27,"Never-married",40,"Assoc-acdm",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25181","<=50K",24,"Never-married",40,"5th-6th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"25184","<=50K",24,"Never-married",30,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"25185","<=50K",28,"Never-married",45,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25193","<=50K",39,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"25194","<=50K",28,"Never-married",45,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"25198","<=50K",23,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"25203","<=50K",17,"Never-married",6,"12th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"25204","<=50K",31,"Married-civ-spouse",50,"Bachelors",0,0,"0","Growth-phase","Married","Overtime","Bachelors","No"
"25215",">50K",46,"Married-civ-spouse",46,"Masters",7688,0,"1","Peak-earning","Married","Overtime","Masters","Yes"
"25217","<=50K",45,"Married-spouse-absent",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"25228","<=50K",18,"Never-married",38,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25233","<=50K",37,"Divorced",45,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"25236",">50K",45,"Married-civ-spouse",40,"12th",3103,0,"1","Peak-earning","Married","Full-time","Non-HS","Yes"
"25242","<=50K",53,"Married-civ-spouse",40,"Some-college",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"25248","<=50K",45,"Widowed",40,"Assoc-voc",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"25252","<=50K",24,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25255",">50K",38,"Married-civ-spouse",40,"HS-grad",15024,0,"1","Growth-phase","Married","Full-time","HS-some-college","Yes"
"25256","<=50K",58,"Widowed",40,"Bachelors",0,0,"0","Peak-earning","Previously-married","Full-time","Bachelors","No"
"25281",">50K",40,"Never-married",50,"Bachelors",0,0,"1","Growth-phase","Never-married","Overtime","Bachelors","No"
"25292","<=50K",37,"Never-married",40,"Assoc-voc",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"25295","<=50K",61,"Divorced",40,"Bachelors",0,0,"0","Retirement-transition","Previously-married","Full-time","Bachelors","No"
"25297","<=50K",69,"Widowed",20,"11th",0,0,"0","Retirement-transition","Previously-married","Underemployed","Non-HS","No"
"25301","<=50K",26,"Married-civ-spouse",55,"Bachelors",0,0,"0","Entry-level","Married","Overtime","Bachelors","No"
"25316",">50K",40,"Divorced",60,"HS-grad",0,0,"1","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"25322","<=50K",27,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"25330","<=50K",44,"Never-married",35,"Masters",0,0,"0","Growth-phase","Never-married","Full-time","Masters","No"
"25334","<=50K",18,"Never-married",10,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"25335",">50K",46,"Married-civ-spouse",60,"Masters",0,1977,"1","Peak-earning","Married","Overtime","Masters","Yes"
"25336",">50K",54,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"25337","<=50K",54,"Married-civ-spouse",50,"HS-grad",0,1672,"0","Peak-earning","Married","Overtime","HS-some-college","Yes"
"25339","<=50K",27,"Never-married",50,"Some-college",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"25341","<=50K",41,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"25343","<=50K",32,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"25344","<=50K",18,"Never-married",30,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25368","<=50K",57,"Married-civ-spouse",55,"HS-grad",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"25374","<=50K",29,"Never-married",45,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"25377","<=50K",40,"Married-civ-spouse",40,"HS-grad",3137,0,"0","Growth-phase","Married","Full-time","HS-some-college","Yes"
"25379","<=50K",45,"Divorced",45,"Masters",0,0,"0","Peak-earning","Previously-married","Full-time","Masters","No"
"25391","<=50K",31,"Never-married",45,"Masters",0,0,"0","Growth-phase","Never-married","Full-time","Masters","No"
"25397","<=50K",80,"Married-civ-spouse",25,"HS-grad",0,0,"0","Retirement-transition","Married","Underemployed","HS-some-college","No"
